measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),144,Jordan,1,Male,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2015,0.017921377065562485,0.05814736053763482,0.0009919717177447904
4,YLLs (Years of Life Lost),144,Jordan,2,Female,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2015,0.00944126842778513,0.03254156159528492,0.0
4,YLLs (Years of Life Lost),144,Jordan,3,Both,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2015,0.027362645493347583,0.08314652843429943,0.004740064598279102
4,YLLs (Years of Life Lost),522,Sudan,1,Male,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2017,90949.21364765594,168718.81756801077,30981.912717654526
4,YLLs (Years of Life Lost),522,Sudan,2,Female,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2017,64814.768067770594,122259.95567006736,24440.828684969878
4,YLLs (Years of Life Lost),522,Sudan,3,Both,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2017,155763.98171542663,269302.11021419265,74612.99752772586
4,YLLs (Years of Life Lost),522,Sudan,1,Male,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2017,97.98734895367151,359.3621616195105,14.980328734232403
4,YLLs (Years of Life Lost),522,Sudan,2,Female,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2017,88.06769395853982,342.28632878150927,13.096320375123222
4,YLLs (Years of Life Lost),522,Sudan,3,Both,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2017,186.0550429122114,661.0611995821681,37.77960434862424
4,YLLs (Years of Life Lost),148,Morocco,1,Male,22,All ages,974,Diabetes and kidney diseases,87,Household air pollution from solid fuels,1,Number,2015,912.3856513771174,1884.3655310839954,358.31611500508495
4,YLLs (Years of Life Lost),148,Morocco,2,Female,22,All ages,974,Diabetes and kidney diseases,87,Household air pollution from solid fuels,1,Number,2015,2026.2232927321797,3809.5786240479065,879.8187290942537
4,YLLs (Years of Life Lost),148,Morocco,3,Both,22,All ages,974,Diabetes and kidney diseases,87,Household air pollution from solid fuels,1,Number,2015,2938.608944109292,5547.546060374436,1294.9377816751737
4,YLLs (Years of Life Lost),413,Tokelau,1,Male,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,7.60350228601225e-06,3.454276017688637e-05,0.0
4,YLLs (Years of Life Lost),413,Tokelau,2,Female,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,4.632219723402013e-06,2.1656578527712363e-05,0.0
4,YLLs (Years of Life Lost),413,Tokelau,3,Both,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,1.2235722009414275e-05,4.704318791221879e-05,0.0
4,YLLs (Years of Life Lost),154,Tunisia,1,Male,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,0.15730482877558394,0.4955591755498039,0.01521341041028969
4,YLLs (Years of Life Lost),154,Tunisia,2,Female,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,0.1351906854640437,0.427725189430553,0.009473473917668087
4,YLLs (Years of Life Lost),154,Tunisia,3,Both,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,0.2924955142396275,0.7892880504034002,0.06206771805535749
4,YLLs (Years of Life Lost),77,Cyprus,1,Male,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2016,5.034075596911965,15.477152836950989,1.0703404999996449
4,YLLs (Years of Life Lost),77,Cyprus,2,Female,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2016,3.7566183257403116,10.886413175148608,0.8672053342341569
4,YLLs (Years of Life Lost),77,Cyprus,3,Both,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2016,8.79069392265228,26.42045335317689,1.9414253979048315
4,YLLs (Years of Life Lost),212,Mauritania,1,Male,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,701.4042000846722,1240.7233758845887,351.3818654126395
4,YLLs (Years of Life Lost),212,Mauritania,2,Female,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,731.6839056927911,1185.4063562399026,378.60568630778255
4,YLLs (Years of Life Lost),212,Mauritania,3,Both,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,1433.088105777466,2310.823612154107,780.0336239044894
4,YLLs (Years of Life Lost),393,Saint Kitts and Nevis,1,Male,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,0.007251726192722136,0.027978065788196005,0.0
4,YLLs (Years of Life Lost),393,Saint Kitts and Nevis,2,Female,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,0.011290658077189084,0.03996154112482834,0.0
4,YLLs (Years of Life Lost),393,Saint Kitts and Nevis,3,Both,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,0.018542384269911234,0.05893697706426887,0.0012701704110184744
4,YLLs (Years of Life Lost),393,Saint Kitts and Nevis,1,Male,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2015,1.766121281584378,7.0502650249735455,0.0
4,YLLs (Years of Life Lost),393,Saint Kitts and Nevis,2,Female,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2015,1.5749484142694825,6.092769055192478,0.0
4,YLLs (Years of Life Lost),393,Saint Kitts and Nevis,3,Both,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2015,3.3410696958538617,10.50315153505332,0.17029089428841443
4,YLLs (Years of Life Lost),51,Poland,1,Male,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2016,7384.231851974679,18122.435598836993,2072.6400028719245
4,YLLs (Years of Life Lost),51,Poland,2,Female,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2016,4578.58151314337,10800.712711152144,1386.0569862090824
4,YLLs (Years of Life Lost),51,Poland,3,Both,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2016,11962.81336511803,28430.18240680074,3453.771985793695
4,YLLs (Years of Life Lost),49,North Macedonia,1,Male,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2016,87.81958457292446,191.9776903705839,29.344982628349207
4,YLLs (Years of Life Lost),49,North Macedonia,2,Female,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2016,83.37674873194011,182.94765454858603,28.909912685024885
4,YLLs (Years of Life Lost),49,North Macedonia,3,Both,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2016,171.1963333048646,365.0577912854858,58.54892653865338
4,YLLs (Years of Life Lost),83,Iceland,1,Male,22,All ages,974,Diabetes and kidney diseases,87,Household air pollution from solid fuels,1,Number,2015,0.02768159294656057,0.10169023515265516,0.0022944248858373364
4,YLLs (Years of Life Lost),83,Iceland,2,Female,22,All ages,974,Diabetes and kidney diseases,87,Household air pollution from solid fuels,1,Number,2015,0.018947937718344528,0.06763240613477883,0.001666652722247187
4,YLLs (Years of Life Lost),83,Iceland,3,Both,22,All ages,974,Diabetes and kidney diseases,87,Household air pollution from solid fuels,1,Number,2015,0.046629530664905085,0.16083991747573434,0.003982711160499793
4,YLLs (Years of Life Lost),385,Puerto Rico,1,Male,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2015,2.9917948987598706,9.80680512575359,0.3708399226465464
4,YLLs (Years of Life Lost),385,Puerto Rico,2,Female,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2015,2.643859125190959,8.345570062175085,0.3604032195521551
4,YLLs (Years of Life Lost),385,Puerto Rico,3,Both,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2015,5.635654023950834,18.109937202788146,0.7301546306074317
4,YLLs (Years of Life Lost),161,Bangladesh,1,Male,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2015,1234.2101855802973,2534.509545753329,525.2044871964443
4,YLLs (Years of Life Lost),161,Bangladesh,2,Female,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2015,1375.353715323781,2869.3457604873274,529.4681140274986
4,YLLs (Years of Life Lost),161,Bangladesh,3,Both,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2015,2609.5639009040788,5164.153612487979,1133.9675305996868
4,YLLs (Years of Life Lost),522,Sudan,1,Male,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2017,5723.249091125178,14790.19420391171,916.7849215106193
4,YLLs (Years of Life Lost),522,Sudan,2,Female,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2017,3243.900950615007,10800.930381390679,723.4198598875495
4,YLLs (Years of Life Lost),522,Sudan,3,Both,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2017,8967.150041740182,20931.85123931382,2069.0959317485235
4,YLLs (Years of Life Lost),522,Sudan,1,Male,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2017,274.65836150108987,633.4124470553213,88.0669614331633
4,YLLs (Years of Life Lost),522,Sudan,2,Female,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2017,186.6905718452664,406.198231800148,65.10530760803884
4,YLLs (Years of Life Lost),522,Sudan,3,Both,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2017,461.348933346357,937.377824561846,198.52075682099678
4,YLLs (Years of Life Lost),112,Grenada,1,Male,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,1.0755160090225897,2.559443640848844,0.37639942510532953
4,YLLs (Years of Life Lost),112,Grenada,2,Female,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,0.9769117141551801,2.1138533575870193,0.37755215410119464
4,YLLs (Years of Life Lost),112,Grenada,3,Both,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,2.052427723177767,4.530989080695731,0.764526001621851
4,YLLs (Years of Life Lost),53,Serbia,1,Male,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2016,3515.9465029564963,7825.885429582532,1120.6202910227457
4,YLLs (Years of Life Lost),53,Serbia,2,Female,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2016,1962.4812668271318,4065.2828700902373,713.8327812064623
4,YLLs (Years of Life Lost),53,Serbia,3,Both,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2016,5478.427769783627,11656.958143862856,1887.229587274604
4,YLLs (Years of Life Lost),33,Armenia,1,Male,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2016,130.50173304789908,305.34957447146377,43.00697392498389
4,YLLs (Years of Life Lost),33,Armenia,2,Female,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2016,38.99127583830218,85.24299080271777,13.819227843485336
4,YLLs (Years of Life Lost),33,Armenia,3,Both,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2016,169.49300888620112,397.08254253476576,57.09557917615355
4,YLLs (Years of Life Lost),193,Botswana,1,Male,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2015,53.80687385546024,143.11131150740488,6.854410933998145
4,YLLs (Years of Life Lost),193,Botswana,2,Female,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2015,40.8019773136264,133.52880896117023,4.635504770296016
4,YLLs (Years of Life Lost),193,Botswana,3,Both,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2015,94.60885116908685,227.46386769612684,23.757375679115995
4,YLLs (Years of Life Lost),193,Botswana,1,Male,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,13.935590339629334,31.388147572969967,3.7565061564048454
4,YLLs (Years of Life Lost),193,Botswana,2,Female,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,9.604624733880788,23.416661313057872,2.670655888104159
4,YLLs (Years of Life Lost),193,Botswana,3,Both,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2015,23.54021507351011,46.35598838355508,9.285618894389888
4,YLLs (Years of Life Lost),29,Tonga,1,Male,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2016,56.42274180490259,106.45012685303568,22.532431469993426
4,YLLs (Years of Life Lost),29,Tonga,2,Female,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2016,45.98900796229224,87.58560233873042,19.754873070116588
4,YLLs (Years of Life Lost),29,Tonga,3,Both,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2016,102.41174976719492,192.88490957741226,42.78468425251324
4,YLLs (Years of Life Lost),214,Nigeria,1,Male,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2015,1996.2980615961485,5810.172745026489,278.8363116232357
4,YLLs (Years of Life Lost),214,Nigeria,2,Female,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2015,1669.9434972108195,5218.72315191619,270.50617839808916
4,YLLs (Years of Life Lost),214,Nigeria,3,Both,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2015,3666.2415588069707,10618.118537492323,593.6615496569374
4,YLLs (Years of Life Lost),55,Slovenia,1,Male,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2016,338.3999265048304,929.7412670373344,79.76230936008935
4,YLLs (Years of Life Lost),55,Slovenia,2,Female,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2016,296.5344302583851,766.0926515554399,74.58848694039722
4,YLLs (Years of Life Lost),55,Slovenia,3,Both,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2016,634.9343567632155,1724.472686677159,154.16884039916312
4,YLLs (Years of Life Lost),435,South Sudan,1,Male,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2015,186447.6882257334,279548.27779209445,109766.21919617787
4,YLLs (Years of Life Lost),435,South Sudan,2,Female,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2015,137048.56653719486,224861.11619741554,77875.65152218858
4,YLLs (Years of Life Lost),435,South Sudan,3,Both,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2015,323496.2547629275,480009.2499309444,194944.20980231967
4,YLLs (Years of Life Lost),75,Austria,1,Male,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2016,46.00115968432212,133.89035299543275,10.284330232584757
4,YLLs (Years of Life Lost),75,Austria,2,Female,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2016,44.78469227925597,126.75561657316555,10.335596345147767
4,YLLs (Years of Life Lost),75,Austria,3,Both,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2016,90.78585196357807,260.4444049523629,20.79828438783682
4,YLLs (Years of Life Lost),179,Ethiopia,1,Male,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2015,11333.233893298442,18379.482333083815,6302.649295026907
4,YLLs (Years of Life Lost),179,Ethiopia,2,Female,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2015,3297.557743052465,6752.790720572788,1569.887929340572
4,YLLs (Years of Life Lost),179,Ethiopia,3,Both,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2015,14630.79163635092,23931.751313756522,8088.150882408472
4,YLLs (Years of Life Lost),216,Senegal,1,Male,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,7848.895280522529,12767.983189148777,4271.326019719742
4,YLLs (Years of Life Lost),216,Senegal,2,Female,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,5527.716712927529,8261.315470872098,3226.1872073575214
4,YLLs (Years of Life Lost),216,Senegal,3,Both,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,13376.611993450068,20313.35240734395,7905.4009603617615
4,YLLs (Years of Life Lost),39,Tajikistan,1,Male,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2016,28.56163979451703,61.991941968785035,9.39127136850486
4,YLLs (Years of Life Lost),39,Tajikistan,2,Female,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2016,24.7329696467125,76.50297317295838,7.005711022603819
4,YLLs (Years of Life Lost),39,Tajikistan,3,Both,22,All ages,961,Other infectious diseases,87,Household air pollution from solid fuels,1,Number,2016,53.294609441229554,120.84005480488962,20.583234791523886
4,YLLs (Years of Life Lost),191,Zambia,1,Male,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,6398.631779190664,10141.797349591716,3596.849210140775
4,YLLs (Years of Life Lost),191,Zambia,2,Female,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,3984.7714714214153,6366.805300880526,2113.6335053931602
4,YLLs (Years of Life Lost),191,Zambia,3,Both,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2015,10383.403250612082,15901.682973596708,6004.294883043145
4,YLLs (Years of Life Lost),181,Madagascar,1,Male,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2015,3419.607502521028,5096.091800531608,2148.828639255398
4,YLLs (Years of Life Lost),181,Madagascar,2,Female,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2015,1710.8411545784422,2489.6704068230515,1053.8764489382481
4,YLLs (Years of Life Lost),181,Madagascar,3,Both,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2015,5130.448657099465,7431.951441577131,3302.1026828414206
4,YLLs (Years of Life Lost),37,Kyrgyzstan,1,Male,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2016,4001.318853087959,8151.963113052322,869.3695352721297
4,YLLs (Years of Life Lost),37,Kyrgyzstan,2,Female,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2016,2389.164883434855,5028.743045003105,400.2313505276478
4,YLLs (Years of Life Lost),37,Kyrgyzstan,3,Both,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2016,6390.483736522806,11306.449503871881,2269.2939587499254
4,YLLs (Years of Life Lost),116,Saint Lucia,1,Male,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2015,2.959865772716774,6.105755171887631,1.1641676192288153
4,YLLs (Years of Life Lost),116,Saint Lucia,2,Female,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2015,2.0350770512372094,4.006921680383363,0.8785658165128316
4,YLLs (Years of Life Lost),116,Saint Lucia,3,Both,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2015,4.994942823953981,9.856823973066682,2.0705315497710846
4,YLLs (Years of Life Lost),127,El Salvador,1,Male,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2015,1142.8772319443326,2581.8539170828217,157.46026270729408
4,YLLs (Years of Life Lost),127,El Salvador,2,Female,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2015,819.1041048034008,1898.9909335915452,98.17905700510238
4,YLLs (Years of Life Lost),127,El Salvador,3,Both,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2015,1961.9813367477313,4003.4904425254927,574.3140173322217
4,YLLs (Years of Life Lost),6,China,1,Male,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2018,2840174.660182736,4992009.839793368,1346302.944587716
4,YLLs (Years of Life Lost),6,China,2,Female,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2018,2245661.664817594,3593875.038217623,1227946.246118443
4,YLLs (Years of Life Lost),6,China,3,Both,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2018,5085836.325000327,8362394.775675705,2619789.9208592107
4,YLLs (Years of Life Lost),25,Micronesia (Federated States of),1,Male,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2016,0.19800422959081965,0.6046551078038674,0.03474758689747732
4,YLLs (Years of Life Lost),25,Micronesia (Federated States of),2,Female,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2016,0.12178972666028219,0.4350012497757805,0.016504294657649462
4,YLLs (Years of Life Lost),25,Micronesia (Federated States of),3,Both,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2016,0.3197939562511023,0.8657383435519005,0.08235580607938632
4,YLLs (Years of Life Lost),27,Samoa,1,Male,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2016,214.28664344220186,371.0598430224418,100.41690540531845
4,YLLs (Years of Life Lost),27,Samoa,2,Female,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2016,223.41598153892147,376.89478018668467,112.25061807652662
4,YLLs (Years of Life Lost),27,Samoa,3,Both,22,All ages,956,Respiratory infections and tuberculosis,87,Household air pollution from solid fuels,1,Number,2016,437.7026249811231,724.7151741531007,214.60219207868641
4,YLLs (Years of Life Lost),6,China,1,Male,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2018,317.3995429498829,569.6074173912342,106.96974611503899
4,YLLs (Years of Life Lost),6,China,2,Female,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2018,98.95500487989561,184.52845360000177,46.29518685190395
4,YLLs (Years of Life Lost),6,China,3,Both,22,All ages,640,Other non-communicable diseases,87,Household air pollution from solid fuels,1,Number,2018,416.3545478297778,717.3922562481783,186.83533114668415
4,YLLs (Years of Life Lost),6,China,1,Male,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2018,671968.3397446646,1282941.5355556232,297950.5554379586
4,YLLs (Years of Life Lost),6,China,2,Female,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2018,634011.0330198723,1126404.9303181428,322292.76384285674
4,YLLs (Years of Life Lost),6,China,3,Both,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2018,1305979.372764537,2352797.2988361428,640075.9699091724
4,YLLs (Years of Life Lost),7,Democratic People's Republic of Korea,1,Male,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2018,11587.631141578076,19374.05800923894,5665.702632656796
4,YLLs (Years of Life Lost),7,Democratic People's Republic of Korea,2,Female,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2018,8970.655345671634,14562.196709513466,4428.899079740043
4,YLLs (Years of Life Lost),7,Democratic People's Republic of Korea,3,Both,22,All ages,962,Maternal and neonatal disorders,87,Household air pollution from solid fuels,1,Number,2018,20558.286487249745,31901.15928434446,11742.5496239801
4,YLLs (Years of Life Lost),10,Cambodia,1,Male,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2018,84879.83753936725,112108.82702350253,59117.16025217905
4,YLLs (Years of Life Lost),10,Cambodia,2,Female,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2018,84384.39712837871,106805.25810225756,63997.178678315104
4,YLLs (Years of Life Lost),10,Cambodia,3,Both,22,All ages,491,Cardiovascular diseases,87,Household air pollution from solid fuels,1,Number,2018,169264.23466774618,216418.08950947446,126107.52414475074
4,YLLs (Years of Life Lost),7,Democratic People's Republic of Korea,1,Male,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2018,81.38824192952328,181.84267059681252,26.908822737487963
4,YLLs (Years of Life Lost),7,Democratic People's Republic of Korea,2,Female,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2018,56.135519812885185,143.06386955399273,18.93691310572001
4,YLLs (Years of Life Lost),7,Democratic People's Republic of Korea,3,Both,22,All ages,957,Enteric infections,87,Household air pollution from solid fuels,1,Number,2018,137.52376174240828,270.774454781035,55.50374916066633
4,YLLs (Years of Life Lost),6,China,1,Male,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2018,570994.9475380471,1037160.1776735311,247785.0470850599
4,YLLs (Years of Life Lost),6,China,2,Female,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2018,332544.1059927079,565310.1965625718,164820.87839902643
4,YLLs (Years of Life Lost),6,China,3,Both,22,All ages,410,Neoplasms,87,Household air pollution from solid fuels,1,Number,2018,903539.0535307559,1593319.2153257027,433656.92196168186
4,YLLs (Years of Life Lost),10,Cambodia,1,Male,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2018,13946.085444571961,21982.720422250495,7626.785252323552
4,YLLs (Years of Life Lost),10,Cambodia,2,Female,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2018,9814.551407226076,14638.363233978225,5670.005407803988
4,YLLs (Years of Life Lost),10,Cambodia,3,Both,22,All ages,508,Chronic respiratory diseases,87,Household air pollution from solid fuels,1,Number,2018,23760.636851798015,35561.83047498717,13871.137228833364
